Id,Vuosi,Kuukausi,Neljannes,PainoKk,PainoQ,VkonPv,RajaPiste,Hsatama,AsMaa,Alue,RajaAsDist,Kansal,Sukup,Ikaryhma,KestoPv,KestoYo,PkYot,Mk1Yot,Mk2Yot,Mk3Yot,MatKestoFlag,Kulkuvaline,KulkuvalineFlag,MatTyyp,MatTyypFlag,MatTark,OpKesto,MuutMaat,PkKunta,PkMaakunta,PkSuuralue,PkRyhma,Mk1Kunta,Mk1Maakunta,Mk1Suuralue,Mk1Ryhma,Mk2Kunta,Mk2Maakunta,Mk2Suuralue,Mk2Ryhma,Mk3Kunta,Mk3Maakunta,Mk3Suuralue,Mk3Ryhma,Majoitus,Pake,PakeA,PakePL,PakeMPS,PakePMM,SegLuonto,SegUrhei,SegHyvin,SegKult,SegKaupu,SegTapah,SegOstos,SegKierto,SegEiMit,Yli50kmSuom,Yli50Auto,Yli50Juna,Yli50Lento,Yli50Linja,Yli50Laiva,Yli50Taksi,EnsiVaraus,EnsiVarausKk,Seura,SeuraAlle7v,Seura8_15v,PalaaKesa,PalaaTalvi,EURYht,EURMaj,EURRav,EURPolt,EURLiik,EURKult,EURMuu,EURYhtPv,EURMajYo,EURRavPv,EURPoltPv,EURLiikPv,EURKultPv,EURMuuPv,EURMajYoFlag,EURRavPvFlag,EURPoltPvFlag,EURLiikPvFlag,EURKultPvFlag,EURMuuPvFlag,RahaEM,RahaKat,RahaKortti,CO2Matka,CO2Liik,CO2Viip,CO2Yht,PainoKkEURMaj,PainoKkEURRav,PainoKkEURPolt,PainoKkEURLiik,PainoKkEURKult,PainoKkEURMuu,PainoKkEURYht,PainoKkCO2,PainoKkYo,PainoKkPv,PainoQEURMaj,PainoQEURRav,PainoQEURPolt,PainoQEURLiik,PainoQEURKult,PainoQEURMuu,PainoQEURYht,PainoQCO2,PainoQYo,PainoQPv
2023069556,2023,6,2,404.88993711,445.54306771,5,4,2,TN,,2802.6619078,,,4,7,6,6,,,,,1,,1,,1,,1,091,01,1,1,,,,,,,,,,,,,4,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,385.24815218,,100,,46.545640983,49.611005199,189.09150599,55.035450311,,14.285714286,,6.6493772833,7.087286457,27.013072285,,,,i,i,i,0,,,9.1658388342,1.7341129169,72,82.899951751,,40488.993711,,18845.86165,20086.996775,76561.24797,155983.10011,33.565356251,2429.3396226,2834.2295597,,44554.306771,,20738.087672,22103.839449,84248.409659,171644.64355,36.935498816,2673.2584063,3118.801474
2023069560,2023,6,2,404.88993711,445.54306771,5,4,2,CN,22,7841.2976243,CN,2,3,3,2,,2,,,,1,,1,,1,,1,638,01,2,1,091,01,1,1,,,,,,,,,1,2,,,,,1,1,0,1,0,0,0,0,0,2,,,,,,,202301,5,3,0,0,3,2,1047.9854491,803.30634167,160.97309701,0,38.633543281,12.87784776,32.194619401,349.32848304,401.65317083,53.657699002,0,12.87784776,4.2926159201,10.7315398,,,,,,,706.72248347,170.63148283,170.63148283,9.1658388342,8.5534090071,26,43.719247841,325250.65416,65176.387122,0,15642.332909,5214.1109698,13035.277424,424318.76258,17.701483509,809.77987421,1214.6698113,357907.57178,71720.447459,0,17212.90739,5737.6357967,14344.089492,466922.65192,19.478807801,891.08613542,1336.6292031
2023069561,2023,6,2,404.88993711,445.54306771,5,4,2,SG,,9265.3917491,SG,2,2,4,3,3,,,,,1,,1,,1,,1,091,01,1,1,,,,,,,,,,,,,1,2,,,,,0,0,0,1,0,0,0,0,0,2,,,,,,,202305,1,1,,,4,2,599.9143101,300,136.915366,,26.597509133,28.349145828,108.05228914,149.97857752,100,34.2288415,,6.6493772833,7.087286457,27.013072285,,i,,i,i,i,300,29.99143101,269.92287909,9.1658388342,1.7341129169,66,76.899951751,121466.98113,55435.653928,,10769.0638,11478.283871,43749.284554,242899.26729,31.136016628,1214.6698113,1619.5597484,133662.92031,61001.692184,,11850.335813,12630.765399,48141.948376,267287.66209,34.26224041,1336.6292031,1782.1722708
2023069562,2023,6,2,404.88993711,445.54306771,5,4,2,GB,73,1878.3735156,NL,4,2,3,2,2,,,,,1,,1,,2,,1,091,01,1,1,,,,,,,,,,,,,4,,,,,,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,202303,3,2,,,5,2,330,0,150,,30,50,100,110,0,50,,10,16.666666667,33.333333333,,,,,,,0,0,330,193.42043508,1.1499101754,28,222.57034526,0,60733.490566,,12146.698113,20244.496855,40488.993711,133613.67925,90.116493094,809.77987421,1214.6698113,0,66831.460157,,13366.292031,22277.153386,44554.306771,147029.21234,99.164674408,891.08613542,1336.6292031
2023069563,2023,6,2,404.88993711,445.54306771,5,4,2,IN,,5226.2838832,IN,1,3,22,21,21,,,,,1,,1,,2,,1,091,01,1,1,,,,,,,,,,,,,4,,,,,,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,202304,2,3,,,2,1,1118.6344266,,429.05725321,116.95885504,83.013513586,60.568167214,429.03663752,50.84701939,,19.502602419,5.3163115926,3.7733415267,2.7530985097,19.501665342,,i,i,i,i,i,0,0,1118.6344266,9.1658388342,0.8480911466,192,202.01392998,,173720.96427,47355.46346,33611.336295,24523.441414,173712.61718,452923.82262,81.793407405,8502.6886792,8907.5786164,,191163.48482,52110.20707,36986.095505,26985.727026,191154.29964,498399.81406,90.005906084,9356.4044219,9801.9474896
2023069564,2023,6,2,404.88993711,445.54306771,5,4,2,BD,,6389.6940478,BD,1,4,15,14,14,,,,,1,,1,,2,,1,091,01,1,1,,,,,,,,,,,,,4,,,,,,1,1,1,0,0,0,0,0,0,2,,,,,,,202305,1,3,0,0,5,1,493.82145777,0,60,,100,41.296477646,292.52498013,32.921430518,0,4,,6.6666666667,2.7530985097,19.501665342,,,,,i,i,750,,,9.1658388342,1.7341129169,130,140.89995175,0,24293.396226,,40488.993711,16720.528237,118440.42081,199943.33898,57.048972603,5668.4591195,6073.3490566,0,26732.584063,,44554.306771,18399.359336,130332.47703,220018.7272,62.776996743,6237.602948,6683.1460157
2023069565,2023,6,2,404.88993711,445.54306771,5,4,2,JP,45,7837.6539685,JP,2,3,2,1,1,,,,,1,,1,,1,,2,091,01,1,1,,,,,,,,,,,,,1,2,,,,,0,0,0,0,0,0,1,0,0,2,,,,,,,202306,0,2,,,3,3,140.45723203,112.464801,0.3264802168,,13.298754567,14.174572914,0.1926233279,70.228616015,112.464801,0.1632401084,,6.6493772833,7.087286457,0.096311664,i,,,i,i,,0,70.228616015,70.228616015,18.331677668,1.7341129169,19,39.065790585,45535.866206,132.18855444,,5384.5319001,5739.1419357,77.99124712,56869.719843,15.817345493,404.88993711,809.77987421,50107.912449,145.46099733,,5925.1679063,6315.3826996,85.821988426,62579.746041,17.40549218,445.54306771,891.08613542
2023069566,2023,6,2,1252.2722211,809.98370161,5,1,,ES,117,2619.373114,ES,1,3,16,15,9,1,1,4,,2,,1,,1,,2,091,01,1,1,740,10,3,1,297,11,3,1,205,18,3,1,1,2,,,,,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,202303,3,2,,,5,4,1675,500,300,300,20,30,525,104.6875,33.333333333,18.75,18.75,1.25,1.875,32.8125,,,,,,,225,145,1305,981.07033753,134.45931698,201,1316.5296545,626136.11057,375681.66634,375681.66634,25045.444423,37568.166634,657442.9161,2097555.9704,1648.6535147,18784.083317,20036.355538,404991.8508,242995.11048,242995.11048,16199.674032,24299.511048,425241.44334,1356722.7002,1066.3675628,12149.755524,12959.739226
2023069567,2023,6,2,404.88993711,445.54306771,5,4,2,US,164,6634.6024071,,2,2,3,2,2,,,,,1,,1,,1,,1,091,01,1,1,,,,,,,,,,,,,1,2,,,,,0,0,1,1,0,0,0,0,0,2,,,,,,,202306,0,1,,,5,4,994.09083744,784.14270559,100,,19.94813185,50,40,331.36361248,392.07135279,33.333333333,,6.6493772833,16.666666667,13.333333333,,,,i,,,784.14270559,104.97406592,104.97406592,9.1658388342,1.7341129169,46,56.899951751,317491.49075,40488.993711,,8076.7978501,20244.496855,16195.597484,402497.37665,23.038217886,809.77987421,1214.6698113,349369.34657,44554.306771,,8887.7518595,22277.153386,17821.722708,442910.28129,25.351379056,891.08613542,1336.6292031
2023069568,2023,6,2,404.88993711,445.54306771,5,4,2,FR,87,1912.9896202,FR,2,3,3,2,2,,,,,1,,1,,1,,1,091,01,1,1,,,,,,,,,,,,,1,2,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,202306,0,2,,,4,1,629.92960201,224.92960201,200,,30,75,100,209.976534,112.464801,66.666666667,,10,25,33.333333333,i,,,,,,0,62.992960201,566.93664181,195.83921271,2.0936222962,32,229.932835,91071.732411,80977.987421,,12146.698113,30366.745283,40488.993711,255052.15694,93.097491104,809.77987421,1214.6698113,100215.8249,89108.613542,,13366.292031,33415.730078,44554.306771,280660.76732,102.44498068,891.08613542,1336.6292031
2023069570,2023,6,2,404.88993711,445.54306771,5,4,2,US,137,9030.9044405,US,2,1,5,4,4,,,,,1,,1,,1,,1,091,01,1,1,,,,,,,,,,,,,3,2,,,,,0,1,1,1,0,0,0,0,0,2,,,,,,,202302,4,3,,,3,3,1051.6737463,922.5208301,92.25208301,,9.225208301,9.225208301,18.450416602,210.33474926,230.63020753,18.450416602,,1.8450416602,1.8450416602,3.6900833204,,,,,,,0,0,1051.6737463,9.1658388342,1.7341129169,41.428571429,52.32852318,373519.40088,37351.940088,,3735.1940088,3735.1940088,7470.3880176,425812.117,21.187292459,1619.5597484,2024.4496855,411022.76067,41102.276067,,4110.2276067,4110.2276067,8220.4552134,468565.94716,23.314610746,1782.1722708,2227.7153386
2023069572,2023,6,2,404.88993711,445.54306771,5,4,2,AZ,,2793.5957184,AL,1,4,15,14,14,,,,,1,,1,,2,,1,111,07,3,1,,,,,,,,,,,,,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,1,,,5,5,1180.4790075,934.08772267,,,,246.39128484,,78.698600501,66.720551619,,,,16.426085656,,i,,,,i,,934.08772267,,,9.1658388342,25.076601539,230,264.24244037,378202.71929,,,,99761.351824,,477964.07111,106.98910506,5668.4591195,6073.3490566,416176.30947,,,,109777.92891,,525954.23838,117.7313875,6237.602948,6683.1460157
2023069573,2023,6,2,881.12375711,932.78201325,5,1,,CA,,6281.3450054,CA,2,3,6,5,4,1,,,,2,,1,,1,,1,837,06,3,1,091,01,1,1,,,,,,,,,3,2,,,,,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,202302,4,2,,,2,1,864.46427331,324.86790422,178.38766501,,43.009022556,156.12124781,162.07843371,144.07737889,64.973580845,29.731277502,,7.1681704261,26.020207969,27.013072285,i,i,,i,i,i,0,,,74.367510729,14.33630674,61,149.70381747,286248.82833,157181.60962,,37896.271545,137562.14044,142811.15846,761700.00839,131.9075901,4405.6187856,5286.7425427,303030.93774,166396.80531,,40118.042648,145627.09185,151183.8477,806356.72524,139.64102825,4663.9100662,5596.6920795
2023069574,2023,6,2,1859.6256438,1622.9118523,5,1,,DE,67,1354.1583415,FI,1,4,15,14,7,7,,,,2,,1,,2,,2,398,07,3,1,422,12,3,2,,,,,,,,,5,,,,,,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,202305,1,1,,,5,1,300,0,100,100,0,0,100,20,0,6.6666666667,6.6666666667,0,0,6.6666666667,,,,,,,0,0,300,512.54804864,174.07167669,230,916.61972533,0,185962.56438,185962.56438,0,0,185962.56438,557887.69315,1704.5695469,26034.759014,27894.384658,0,162291.18523,162291.18523,0,0,162291.18523,486873.55568,1487.5930163,22720.765932,24343.677784
2023069575,2023,6,2,1099.052375,834.03370513,5,1,,DE,55,1144.4997483,DE,1,2,8,7,7,,,,,2,,1,,2,,1,224,01,2,2,,,,,,,,,,,,,4,,,,,,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,202306,0,1,,,5,2,230,0,10,0,70,0,150,28.75,0,1.25,0,8.75,0,18.75,,,,,,,0,161,69,174.84119675,12.517185484,118,305.35838223,0,10990.52375,0,76933.666253,0,164857.85626,252782.04626,335.60485523,7693.3666253,8792.4190004,0,8340.3370513,0,58382.359359,0,125105.05577,191827.75218,254.67918293,5838.2359359,6672.269641
2023069577,2023,6,2,810.7534661,756.36410366,5,1,,PT,,3375.0995531,FI,1,4,26,25,25,,,,,2,,1,,2,,2,049,01,1,1,,,,,,,,,,,,,4,,,,,,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,202304,2,1,,,5,1,900,100,500,0,0,0,300,34.615384615,4,19.230769231,0,0,0,11.538461538,,,,,,,0,720,180,1763.1679861,7.3790771057,406,2176.5470632,81075.34661,405376.73305,0,0,0,243226.03983,729678.11949,1764.6430756,20268.836653,21079.590119,75636.410366,378182.05183,0,0,0,226909.2311,680727.6933,1646.2620685,18909.102592,19665.466695
2023069578,2023,6,2,881.12375711,932.78201325,5,1,,US,137,9017.2618804,US,1,2,6,5,5,,,,,2,,2,,9,,1,091,01,1,1,,,,,,,,,,,,,1,2,,,,,1,0,0,1,0,0,1,0,0,2,,,,,,,202303,3,2,,,2,3,726.4851537,461.26041505,230.63020753,0,23.063020753,0,11.531510376,121.08085895,92.25208301,38.438367921,0,3.8438367921,0,1.921918396,,,,,,,461.26041505,0,265.22473865,74.367510729,2.5834562335,71,147.95096696,406427.50992,203213.75496,0,20321.375496,0,10160.687748,640123.32812,130.36311188,4405.6187856,5286.7425427,430255.41858,215127.70929,0,21512.770929,0,10756.385465,677652.28427,138.00600083,4663.9100662,5596.6920795
2023069579,2023,6,2,1035.3084537,1282.3720638,5,1,,GB,69,1820.6893047,GB,1,3,5,4,4,,,,,2,,1,,2,,2,109,05,3,1,,,,,,,,,,,,,4,,,,,,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,202305,1,2,,,5,5,274.5,0,25,0,0,22,227.5,54.9,0,5,0,0,4.4,45.5,,,,,,,27.5,197.6,49.4,673.25251795,22.645192808,50,745.89771076,0,25882.711341,0,0,22776.78598,235532.67321,284192.17053,772.23420551,4141.2338146,5176.5422683,0,32059.301595,0,0,28212.185404,291739.64452,352011.13152,956.51838674,5129.4882553,6411.8603191
2023069580,2023,6,2,1035.3084537,1282.3720638,5,1,,GB,70,1833.1641724,GB,1,3,4,3,3,,,,,2,,2,,7,,2,609,04,2,1,,,,,,,,,,,,,6,,,,,,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,202305,1,1,,,1,2,225,0,150,60,0,0,15,56.25,0,37.5,15,0,0,3.75,,,,,,,0,0,225,683.89399185,85.518660638,54,823.41265249,0,155296.26805,62118.507219,0,0,15529.626805,232944.40207,852.48607997,3105.925361,4141.2338146,0,192355.80957,76942.323829,0,0,19235.580957,288533.71436,1055.9213825,3847.1161914,5129.4882553
2023069582,2023,6,2,1024.615359,1336.1058476,5,1,,GB,73,1885.8883281,AU,2,3,8,7,7,,,,,2,,1,,4,,2,092,01,1,1,,,,,,,,,,,,,1,2,,,,,0,0,1,0,1,0,0,0,0,2,,,,,,,202305,1,2,,,1,1,925,750,125,0,50,0,0,115.625,107.14285714,15.625,0,6.25,0,0,,,,,,,0,92.5,832.5,704.04239016,0.1886970445,97,801.2310872,768461.51926,128076.91988,0,51230.76795,0,0,947769.20708,820.95367806,7172.307513,8196.9228721,1002079.3857,167013.23096,0,66805.292382,0,0,1235897.9091,1070.5295409,9352.7409335,10688.846781
2023069584,2023,6,2,3167.1016638,1248.8936024,5,1,,NZ,,17057.63836,FI,2,2,26,25,20,2,2,1,,2,,1,,2,,1,091,01,1,1,834,05,3,3,109,05,3,1,853,02,2,1,4,,,,,,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,202304,2,2,,,5,5,1322.0225041,,507.06766289,138.22410141,98.106879693,71.580561253,507.04329889,50.84701939,,19.502602419,5.3163115926,3.7733415267,2.7530985097,19.501665342,,i,i,i,i,i,0,661.01125207,661.01125207,283.61264759,38.753650723,281,603.36629831,,1605934.8388,437769.78155,310714.46191,226702.91464,1605857.6755,4186979.6724,1910.9224073,79177.541595,82344.643259,,633273.56014,172627.19594,122525.0544,89396.505003,633243.1321,1651065.4476,753.54030984,31222.340059,32471.233661
2023069586,2023,6,2,823.95652136,575.7468758,5,1,,LV,,378.46872991,LV,1,2,5,4,4,,,,,2,,2,,9,,2,092,01,1,1,,,,,,,,,,,,,1,2,,,,,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,202306,0,1,,,2,4,720,500,50,0,80,0,90,144,125,10,0,16,0,18,,,,,,,0,0,720,145.66661351,0.3229968587,86,231.98961037,411978.26068,41197.826068,0,65916.521709,0,74156.086922,593248.69538,191.14935235,3295.8260854,4119.7826068,287873.4379,28787.34379,0,46059.750064,0,51817.218822,414537.75058,133.56729339,2302.9875032,2878.734379
2023069587,2023,6,2,1478.9482849,1104.3185137,5,1,,US,152,6883.9380677,US,1,2,3,2,2,,,,,2,,1,,1,,1,091,01,1,1,,,,,,,,,,,,,1,2,,,,,0,0,1,1,1,0,0,0,0,2,,,,,,,202305,1,2,,,4,4,363.31385709,138.37812452,102.6865245,,19.94813185,21.261859371,81.039216855,121.10461903,69.189062258,34.2288415,,6.6493772833,7.087286457,27.013072285,,i,,i,i,i,138.37812452,0,224.93573257,275.39457451,2.5834562335,32,309.97803074,204654.08992,151868.05929,,29502.255386,31445.19045,119852.81078,537322.40582,458.44147691,2957.8965698,4436.8448546,152813.5248,113398.63012,,22029.091316,23479.86494,89493.107512,401214.21868,342.3144782,2208.6370275,3312.9555412
2023069589,2023,6,2,1316.8451402,960.86104908,5,1,,DK,,894.68432209,DK,2,3,5,4,4,,,,,2,,1,,1,,2,091,01,1,1,,,,,,,,,,,,,1,2,,,,,1,0,0,1,1,0,0,0,0,2,,,,,,,202304,2,3,,1,4,2,845,400,300,0,15,30,100,169,100,60,0,3,6,20,,,,,,,0,0,845,333.66164377,2.5834562335,46,382.2451,526738.05606,395053.54205,0,19752.677102,39505.354205,131684.51402,1112734.1434,503.35760228,5267.3805606,6584.2257008,384344.41963,288258.31472,0,14412.915736,28825.831472,96086.104908,811927.58647,367.28442779,3843.4441963,4804.3052454
2023069591,2023,6,2,1674.3477777,1414.669981,5,1,,CH,130,1790.3175065,CH,2,2,60,59,59,,,,,2,,1,,1,,1,091,01,1,1,,,,,,,,,,,,,2,2,,,,,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,,,3,2,,5,5,3858.2338369,2398.5354782,331.6161137,99.359631203,213.40335302,102.54040813,712.77885268,64.303897282,40.653143698,5.5269352284,1.6559938534,3.5567225503,1.7090068021,11.879647545,i,i,i,i,i,i,0,,,331.76647952,1.2634738706,528.57142857,861.60138196,4015982.5477,555240.70304,166362.5777,357311.42988,171688.30448,1193439.688,6460025.2508,1442.6203592,98786.518886,100460.86666,3393136.1394,469127.36128,140561.08759,301895.31736,145060.83722,1008346.846,5458127.5888,1218.8816107,83465.52888,84880.198861
2023069595,2023,6,2,1859.6256438,1622.9118523,5,1,,DE,54,1120.4031929,FI,1,2,19,18,18,,,,,2,,1,,2,,2,445,02,2,2,,,,,,,,,,,,,5,,,,,,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,202305,1,2,,,5,5,1052.372414,,305.62284187,247.58160399,133.42443763,115.74353055,250,55.388021792,,16.08541273,13.030610736,7.0223388225,6.091764766,13.157894737,,i,i,i,i,,0,105.2372414,947.13517264,424.12878908,34.541401051,204,662.67019013,,568344.07409,460409.09973,248119.50573,215239.63752,464906.41096,1957018.728,1232.318479,33473.261589,35332.887233,,495998.9324,401803.11952,216536.10121,187841.54756,405727.96306,1707907.6637,1075.4553057,29212.413341,30835.325193
2023069603,2023,6,2,889.64977189,710.43804766,5,1,,CD,,7217.0582658,CD,2,2,302,301,301,,,,,2,,1,,1,,2,405,09,3,1,,,,,,,,,,,,,3,2,,,,,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,202209,0,1,,,3,3,12172.167312,10503.032873,1669.134439,,,,,40.305189774,34.89379692,5.5269352284,,,,,i,i,,,,,0,2434.4334624,9737.7338494,573.10098291,16.581888522,4822,5411.6828714,9344020.7994,1484945.0729,,,,,10828965.872,4814.5024321,267784.58134,268674.23111,7461754.1686,1185816.6121,,,,,8647570.7807,3844.6654137,213841.85234,214552.29039
2023069604,2023,6,2,239.00737101,283.04038005,5,8,1,IT,100,1873.8243855,IT,1,2,120,119,119,,,,,1,,2,,9,,1,837,06,3,1,,,,,,,,,,,,,3,2,,,,,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,202305,0,1,,,1,1,4100,3000,0,300,100,200,500,34.166666667,25.210084034,0,2.5,0.8333333333,1.6666666667,4.1666666667,,,,,,,0,0,4100,360.79223192,64.356178012,1910,2335.1484099,717022.11302,0,71702.211302,23900.737101,47801.474201,119503.6855,979930.22113,558.11768237,28441.87715,28680.884521,849121.14014,0,84912.114014,28304.038005,56608.07601,141520.19002,1160465.5582,660.94129341,33681.805226,33964.845606
2023069605,2023,6,2,239.00737101,283.04038005,5,8,1,SE,84,262.70634939,SE,2,4,4,3,3,,,,,1,,1,,2,,2,694,05,3,1,,,,,,,,,,,,,4,,,,,,0,0,0,0,0,0,0,0,1,2,,,,,,,202306,0,2,,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,59.298392515,28.414177655,39,126.71257017,0,0,0,0,0,0,0,30.28523827,717.02211302,956.02948403,0,0,0,0,0,0,0,35.864774018,849.12114014,1132.1615202
2023069607,2023,6,2,404.88993711,445.54306771,5,4,1,EE,,82.281751739,EE,1,3,5,4,4,,,,,1,,2,,7,,2,106,01,2,1,,,,,,,,,,,,,6,,,,,,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,202306,0,3,,,4,4,220,0,120,100,0,0,0,44,0,24,20,0,0,0,,,,,,,0,0,220,20.620729097,5.6593297056,41.428571429,67.708630231,0,48586.792453,40488.993711,0,0,0,89075.786164,27.414543036,1619.5597484,2024.4496855,0,53465.168125,44554.306771,0,0,0,98019.474896,30.167110824,1782.1722708,2227.7153386
2023069612,2023,6,2,404.88993711,445.54306771,5,4,1,EE,,82.281751739,EE,1,2,6,5,5,,,,,1,,2,,9,,2,684,04,2,1,,,,,,,,,,,,,3,2,,,,,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,202306,0,4,,,,,1350,1000,350,0,0,0,0,225,200,58.333333333,0,0,0,0,,,,,,,0,,,21.002237668,27.463615385,52.666666667,101.13251972,404889.93711,141711.47799,0,0,0,0,546601.41509,40.947539549,2024.4496855,2429.3396226,445543.06771,155940.0737,0,0,0,0,601483.14141,45.058893081,2227.7153386,2673.2584063
2023069613,2023,6,2,239.00737101,283.04038005,5,8,1,SE,80,762.57244222,SE,1,3,13,12,12,,,,,1,,1,,2,,2,151,14,2,3,,,,,,,,,,,,,5,,,,,,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,202304,2,2,,,5,4,1581.2644271,,50,100,79.67879256,101.58563455,1250,121.63572516,,3.8461538462,7.6923076923,6.1291378892,7.8142795807,96.153846154,,,,i,i,,0,0,1581.2644271,161.93609078,37.726538659,138,337.66262944,,11950.36855,23900.737101,19043.818735,24279.715446,298759.21376,377933.85359,80.70385735,2868.0884521,3107.0958231,,14152.019002,28304.038005,22552.315728,28752.83661,353800.47506,447561.6844,95.572158965,3396.4845606,3679.5249406
2023069620,2023,6,2,239.00737101,283.04038005,5,8,1,SE,84,262.70634939,SE,1,4,30,29,29,,,,,1,,1,,1,,2,946,15,2,3,,,,,,,,,,,,,5,,,,,,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,202304,2,1,,,5,3,489.42838742,20,45,40,0,234.42838742,150,16.314279581,0.6896551724,1.5,1.3333333333,0,7.8142795807,5,,,,,i,,0,0,489.42838742,59.381323607,124.13507624,470,653.51639984,4780.1474201,10755.331695,9560.2948403,0,56030.112567,35851.105651,116976.99217,156.19523664,6931.2137592,7170.2211302,5660.807601,12736.817102,11321.615202,0,66352.69987,42456.057007,138527.99678,184.97153018,8208.1710214,8491.2114014
2023069636,2023,6,2,404.88993711,445.54306771,5,6,2,EE,,82.281751739,,4,2,1,0,0,,,,,1,,1,,1,,2,091,01,1,1,,,,,,,,,,,,,8,,,,,,0,0,1,0,0,0,0,0,0,2,,,,,,,,,3,1,0,4,2,82.554752606,,34.2288415,,6.6493772833,14.663461538,27.013072285,82.554752606,,34.2288415,,6.6493772833,14.663461538,27.013072285,,i,,i,i,i,0,,,20.620729097,1.7341129169,6,28.354842014,,13858.913482,,2692.26595,5937.0880201,10937.321139,33425.588591,11.4805902,0,404.88993711,,15250.423046,,2962.5839532,6533.2036371,12035.487094,36781.69773,12.633303295,0,445.54306771
2023069646,2023,6,2,404.88993711,445.54306771,5,6,2,EE,,82.281751739,EE,1,3,5,4,2,1,1,,,1,,1,,1,,2,765,18,3,2,260,12,3,3,146,12,3,3,,,,,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,202305,1,4,,,3,1,770.82541656,456.52691207,157.16807621,,,82.130428281,75,154.16508331,114.13172802,31.433615243,,,16.426085656,15,i,i,,,i,,456.52691207,31.429850449,282.86865405,21.002237668,152.90525898,48.666666667,222.57416332,184843.15271,63635.772493,,,33253.783941,30366.745283,312099.45443,90.118038986,1619.5597484,2024.4496855,203402.40089,70025.146822,,,36592.642969,33415.730078,343435.92076,99.166375517,1782.1722708,2227.7153386
2023069647,2023,6,2,404.88993711,445.54306771,5,6,1,EE,,82.281751739,EE,2,3,5,4,4,,,,,1,,1,,2,,2,091,01,1,1,,,,,,,,,,,,,5,,,,,,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,202306,0,1,,,5,5,97.513012094,,97.513012094,0,0,0,0,19.502602419,,19.502602419,0,0,0,0,,i,,,,,0,,,26.343357668,2.968319013,70,99.311676681,,39482.037334,0,0,0,0,39482.037334,40.210298525,1619.5597484,2024.4496855,,43446.24655,0,0,0,0,43446.24655,44.247629088,1782.1722708,2227.7153386
2023069649,2023,6,2,404.88993711,445.54306771,5,6,2,EE,,82.281751739,EE,2,1,1,0,0,,,,,1,,1,,1,,2,091,01,1,1,,,,,,,,,,,,,8,,,,,,1,0,0,1,0,0,1,0,0,2,,,,,,,202306,0,3,0,0,4,4,34.5,,0,0,4.5,0,30,34.5,,0,0,4.5,0,30,,,,,,,0,,,20.620729097,1.7341129169,6,28.354842014,,0,0,1822.004717,0,12146.698113,13968.70283,11.4805902,0,404.88993711,,0,0,2004.9438047,0,13366.292031,15371.235836,12.633303295,0,445.54306771
2023069659,2023,6,2,404.88993711,445.54306771,5,6,2,EE,,82.281751739,EE,1,3,15,14,14,,,,,1,,2,,7,,2,091,01,1,1,,,,,,,,,,,,,3,2,,,,,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,202306,0,1,,,5,5,1000,0,650,0,50,0,300,66.666666667,0,43.333333333,0,3.3333333333,0,20,,,,,,,100,90,810,26.343357668,2.968319013,230,259.31167668,0,263178.45912,0,20244.496855,0,121466.98113,404889.93711,104.99268846,5668.4591195,6073.3490566,0,289602.99401,0,22277.153386,0,133662.92031,445543.06771,115.53451992,6237.602948,6683.1460157
